"cidade","doenca","quantidade"
"Trairi","Neoplasia de comportamento incerto ou desconhecido do ovário",0
"Trairi","Neoplasia lipomatosa benigna da pele e tecido subcutâneo de outras localizações e de localizações não especificadas",0
"Trairi","Transtornos inflamatórios da mama",0
"Trairi","Outros tipos de parto único por cesariana",1
"Trairi","Causas desconhecidas e não especificadas de morbidade",0
"Trairi","Trabalho de parto e parto complicados por cordão curto",0
"Trairi","Gastrite crônica",0
"Trairi","Epilepsia",0
"Trairi","Diabetes mellitus não especificado - com complicações não especificadas",0
"Trairi","Doença do esôfago",0
"Trairi","Pneumonia não especificada",0
"Trairi","Outras gastrites agudas",0
"Trairi","Asma não especificada",0
"Trairi","Desnutrição protéico-calórica não especificada",0
"Trairi","Trabalho de parto prolongado",0
"Trairi","Infecção viral não especificada",0
"Trairi","Nefrite túbulo-intersticial crônica não especificada",0
"Trairi","Leiomioma do útero",0
"Trairi","Outras doenças da glândula de Bartholin",0
"Trairi","Cisto da glândula de Bartholin",0
"Trairi","Outros abscessos da faringe",0
"Trairi","Calculose de via biliar sem colangite ou colecistite",0
"Trairi","Hiperplasia adenomatosa endometrial",0
"Trairi","Doença pelo HIV resultando em encefalopatia",0
"Trairi","Efeito tóxico do veneno de serpente",0
"Trairi","Peritonite aguda",0
"Trairi","Traumatismo cerebral focal",0
"Trairi","Bexiga neuropática não-inibida não classificada em outra parte",0
"Trairi","Doença pulmonar obstrutiva crônica com infecção respiratória aguda do trato respiratório inferior",0
"Trairi","Neoplasia maligna secundária e não especificada dos gânglios linfáticos da cabeça",0
"Trairi","Esterilização",0
"Trairi","Nódulo mamário não especificado",0
"Trairi","Trabalho de parto e parto complicados por sofrimento fetal",0
"Trairi","Outras anormalidades da contração uterina",0
"Trairi","Hérnia ventral sem obstrução ou gangrena",0
"Trairi","Pólipo do corpo do útero",0
"Trairi","Erisipela",0
"Trairi","Gravidez prolongada",0
"Trairi","Anemia não especificada",0
"Trairi","Hipertensão essencial (primária)",0
"Trairi","Bronquite aguda não especificada",0
"Trairi","Episódio depressivo moderado",0
"Trairi","Gastrite não especificada",0
"Trairi","Outras septicemias especificadas",0
"Trairi","Outros recém-nascidos de pré-termo",0
"Trairi","Tuberculose pulmonar",0
"Trairi","Fratura da rótula [patela]",0
"Trairi","Fratura da extremidade inferior do úmero",0
"Trairi","Neoplasia maligna dos ureteres",0
"Trairi","Fratura do maléolo lateral",0
"Trairi","Afecções da pele e do tecido subcutâneo",0
"Trairi","Cisto ovariano de desenvolvimento",0
"Trairi","Parto por cesariana",0
"Trairi","Infecção bacteriana não especificada",0
"Trairi","Neoplasia benigna de outras partes do útero",0
"Trairi","Úlcera gastrojejunal - aguda com hemorragia",0
"Trairi","Neoplasia benigna de localização não especificada",0
"Trairi","Salpingite e ooforite não especificadas",0
"Trairi","Fratura da diáfise do fêmur",0
"Trairi","Luxação da articulação do tornozelo",0
"Trairi","Neoplasia de comportamento incerto ou desconhecido da bexiga",0
"Trairi","Apendicite aguda sem outra especificação",0
"Trairi","Outras doenças especificadas do intestino",0
"Trairi","Hérnia umbilical sem obstrução ou gangrena",0
"Trairi","Neoplasia de comportamento incerto ou desconhecido da próstata",0
"Trairi","Nevo melanocítico de outras partes e de partes não especificadas da face",0
"Trairi","Neoplasia benigna da glândula parótida",0
"Trairi","Outras pneumonias bacterianas",0
"Trairi","Outros transtornos respiratórios pós-procedimentos",0
"Trairi","Úlcera de decúbito",0
"Trairi","Pneumoconiose não especificada",0
"Trairi","Pneumonia viral não especificada",0
"Trairi","Traumatismo do rim",0
"Trairi","Doador de medula óssea",0
"Trairi","Leucemia linfoblástica aguda",0
"Trairi","Angina instável",0
"Trairi","Neoplasia de comportamento incerto ou desconhecido da medula espinhal",0
"Trairi","Trabalho de parto precipitado",0
"Trairi","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome de abstinência com delirium",0
"Trairi","Fratura da diáfise da tíbia",0
"Trairi","Neoplasia maligna da glândula tireóide",0
"Trairi","Gangrena gasosa",0
"Trairi","Transtornos do desenvolvimento dos maxilares",0
"Trairi","Transtornos mentais e comportamentais devidos ao uso de álcool - síndrome [estado] de abstinência",0
"Trairi","Insuficiência respiratória do recém-nascido",0
"Trairi","Fratura da extremidade distal do rádio e do cúbito [ulna]",0
"Trairi","Fenda palatina não especificada",0
"Trairi","Fratura da clavícula",0
"Trairi","Doença do pâncreas",0
"Trairi","Fratura da extremidade superior do úmero",0
"Trairi","Acidente vascular cerebral",0
"Trairi","Varizes dos membros inferiores com úlcera",0
"Trairi","Insuficiência cardíaca não especificada",0
"Trairi","Diabetes mellitus não-insulino-dependente - com complicações não especificadas",0
"Trairi","Angiopatia periférica em doenças classificadas em outra parte",0
"Trairi","Doença pulmonar obstrutiva crônica não especificada",0
"Trairi","Hérnia ventral com obstrução",0
"Trairi","Neoplasia maligna da próstata",0
"Trairi","Outros traumatismos intracranianos",0
"Trairi","Bloqueio atrioventricular total",0
"Trairi","Fratura de outras partes do antebraço",0
"Trairi","Outras infecções intestinais especificadas",0
"Trairi","Insuficiência respiratória aguda",0
"Trairi","Hipertensão secundária",0
"Trairi","Septicemia bacteriana não especificada do recém-nascido",0
"Trairi","Afecções hipertróficas da pele",0
"Trairi","Salpingite e ooforite agudas",0
"Trairi","Hepatite viral",0
"Trairi","Abscesso cutâneo",0
"Trairi","Outros sintomas e sinais gerais especificados",0
"Trairi","Complicação não especificada de cuidados médicos e cirúrgicos",0
"Trairi","Diabetes mellitus insulino-dependente - sem complicações",0
"Trairi","Fratura da diáfise do úmero",0
"Trairi","Neoplasia maligna da face dorsal da língua",0
"Trairi","Síndrome do túnel do tarso",0
"Trairi","Insuficiência renal crônica não especificada",0
"Trairi","Outras hemorragias subaracnóides",0
"Trairi","Neoplasia maligna do estômago com lesão invasiva",0
"Trairi","Estenose mitral",0
"Trairi","Neoplasia maligna do cérebro",0
"Trairi","Fístula de via biliar",0
"Trairi","Outras pneumonias virais",0
"Trairi","Desconforto respiratório não especificado do recém-nascido",0
"Trairi","Outras complicações específicas de gestação múltipla",0
"Trairi","Pré-eclâmpsia não especificada",0
"Trairi","Transtorno osteomuscular não especificado pós-procedimento",0
"Trairi","Neoplasia maligna do estômago",0
"Trairi","Cólica nefrética não especificada",0
"Trairi","Bronquite não especificada como aguda ou crônica",0
"Trairi","Diabetes mellitus insulino-dependente - com complicações não especificadas",0
"Trairi","Leucoma aderente",0
"Trairi","Fratura dos ossos malares e maxilares",0
"Trairi","Neoplasia maligna da porção cervical do esôfago (esôfago cervical)",0
"Trairi","Amputação traumática do pé ao nível do tornozelo",0
"Trairi","Incompetência do colo do útero",0
"Trairi","Aborto retido",0
"Trairi","Neoplasia maligna do cerebelo",0
"Trairi","Outras cistites",0
"Trairi","Embolia aérea subseqüentes à infusão",0
"Trairi","Leucemia mielóide aguda",0
"Trairi","Distúrbio metabólico não especificado",0
"Trairi","Calculose da vesícula biliar sem colecistite",0
"São Gonçalo","Outros tipos de parto único espontâneo",0
"São Gonçalo","Cisto pilonidal com abscesso",0
"São Gonçalo","Cistocele",0
"São Gonçalo","Anemia nutricional não especificada",0
"São Gonçalo","Obstrução do trabalho de parto devida a desproporção feto-pélvica",0
"São Gonçalo","Aborto espontâneo - incompleto",0
"São Gonçalo","Infecção intestinal bacteriana não especificada",0
"São Gonçalo","Neoplasia maligna da trompa de Falópio",0
"São Gonçalo","Parto por cesariana eletiva",0
"São Gonçalo","Hérnia umbilical com obstrução",0
"São Gonçalo","Sialadenite",0
"São Gonçalo","Outras enterites virais",0
"São Gonçalo","Infecção estreptocócica de localização não especificada",0
"São Gonçalo","Outros acidentes isquêmicos cerebrais transitórios e síndromes correlatas",0
"São Gonçalo","Diabetes mellitus insulino-dependente - com complicações circulatórias periféricas",0
"São Gonçalo","Transtornos não especificados dos glóbulos brancos",0
"São Gonçalo","Aderências peritoniais",0
"São Gonçalo","Parto por cesariana de emergência",0
"São Gonçalo","Púrpura trombocitopênica idiopática",0
"São Gonçalo","Septicemia não especificada",0
"São Gonçalo","Neoplasia maligna da mama com lesão invasiva",0
"São Gonçalo","Parto espontâneo cefálico",0
"São Gonçalo","Poliartropatia inflamatória",0
"São Gonçalo","Diabetes mellitus não especificado - com complicações circulatórias periféricas",0
"São Gonçalo","Pneumonia bacteriana não especificada",0
"São Gonçalo","Trabalho de parto e parto complicados por vasa praevia",0
"São Gonçalo","Hérnia inguinal unilateral ou não especificada",0
"São Gonçalo","Calculose da vesícula biliar com outras formas de colecistite",0
"São Gonçalo","Outras afecções especificadas da pele e do tecido subcutâneo",0
"São Gonçalo","Outros transtornos especificados dos órgãos genitais masculinos",0
"São Gonçalo","Outras colelitíases",0
"São Gonçalo","Outros transtornos especificados do aparelho urinário",0
"São Gonçalo","Outras doenças bacterianas especificadas",0
"São Gonçalo","Retenção urinária",0
"São Gonçalo","Infecção estafilocócica de localização não especificada",0
"São Gonçalo","Parto único espontâneo",0
"São Gonçalo","Outros cistos ovarianos e os não especificados",0
"São Gonçalo","Hipertrofia do prepúcio",0
"São Gonçalo","Infecção do trato urinário de localização não especificada",0
"São Gonçalo","Transtorno depressivo recorrente",1
"São Gonçalo","Outros transtornos da placenta",0
